Author,Title,Class Number,Class Name,Quarter,Year,Descriptors,Location,
"Lenn, Bob",Some observations on the medusa Aequorea forskalea Peron & Lesueur 1809,Zoology 533,Advanced Invertebrate Zoology,Summer,1963,Aequorea forskalea; Gonionemus,,
"Mertz, John C.","Aspects of the comparative morphology of the mouth parts of some representative shrimp from the waters of the San Juan archipelago (Pandalidae, Crangonidae, and Hippolytidae)",Zoology 533,Advanced Invertebrate Zoology,Summer,1963,Pandalus platyceros; Pandalus goniurus; Pandalus danae,San Juan Islands,
"Morin, L.P.",Studies on phototaxis and spectral sensitivity in nudibranchs,Zoology 533,Advanced Invertebrate Zoology,Summer,1963,Dendronotus; Hermissenda; Coryphella,,
Morrison John A.,Fauna inhabiting the holdfasts of Nereocystis luetkeana at Turn Rock,Zoology 533,Advanced Invertebrate Zoology,Summer,1963,"Nereocystis luetkeana
","Turn Rock, San Juan Island",
"Soto-Bussard, Silvia",Distribution and abundance of natural populations of barnacles in Argyle Creek,Zoology 533,Advanced Invertebrate Zoology,Summer,1963,Balanus cariosus; Balanus crenatus; Chthamalus dalli,"Argyle Creek, San Juan Island",
"Spring, Lowell W.",Faunal distribution on a tombola connecting Cute and Turn Islands,Zoology 533,Advanced Invertebrate Zoology,Summer,1963,Mytilus edulis; Thelepus crispus; Macoma,Cute Island; Turn Island,
Class Project,Cute Island and Turn Rock faunal survey,Zoology 533b,Advanced Invertebrate Zoology,Summer,1963,,Cute Island; Turn Island,
"Caperon, John",The dynamics of nitrate limited growth of Isochrysis galbana populations,Botany 545,Marine Algology,Summer,1964,"Isochrysis galbana
",,
"Chiang, Young-Meng",A morphological study of Agardhiella coulteri (harvey) Setchell,Botany 545,Marine Algology,Summer,1964,"Agardhiella coulteri; Agardhiella tenera
",,
Hinchmen,Quantitative determination of pigments from fruiting vs. vegetative areas of Nereocystis luetkeana,Botany 545,Marine Algology,Summer,1964,Nereocystis luetkeana; Macrocystis,,
"Largent, David",Observations on some of the polysiphonous red algae of the San Juan area,Botany 545,Marine Algology,Summer,1964,Lophosiphonia; Heterosiphonia; Pterosiphonia,San Juan Island,
"Lewis, Billy G.",A discussion of the genus Porphyra with key,Botany 545,Marine Algology,Summer,1964,"Porphyra
",,
"Sill, Virginia", comparison of the ability of Hedophyllum sessile and two forms of Fucus evanescens to withstand dessication,Botany 545,Marine Algology,Summer,1964,"Hedophyllum sessile; Fucus evanescens
",,
"Shapiro, Gretchen","A key to, and description of, the local species of the Cruoriaceae, Nemastomaceae, Solieriaceae, Plocamiacea, and the Gracilariaceae in the vicinity of Friday Harbor, Washington",Botany 545,Marine Algology,Summer,1964,Petrocelis franciscana; Schizymenia pacifica; Turnerella mertensiana; Agardhiella coulteri; Opuntiella californica; Sarcodiotheca furcata; Plocamium lamouroux; Plocamium pacificum; Plocamium tenue; Plocamium violaceum; Plocamiocolax pulvinata; Gracilaria verrucosa; Gracilariopsis sjoestedtii,Friday Harbor,
"Thorne, Boyce",Key to the Local Species of Delesseriaceae,Botany 545,Marine Algology,Summer,1964,"Delesseriaceae
",,
"Dekker, Katharine",The effect of phytoplankton concentration on the respiration rate of Calanus finmarchicus,Oceanography 533,Zooplankton Ecology,Summer,1964,Calanus finmarchicus; Thalassiosira rotula; Ditylum brightwellii,,
"Hadley, Neil F.",The diurnal vertical migration of zooplankton in Egg Lake,Oceanography 533,Zooplankton Ecology,Summer,1964,"Cladocerans
","Egg Lake, San Juan Island",
"Lerner, Jules",Effects of starvation on the chemical composition of zooplankton,Oceanography 533,Zooplankton Ecology,Summer,1964,,,
"Packard, Theodore T.",Exploratory experiments with respiration potentials,Oceanography 533,Zooplankton Ecology,Summer,1964,"Calanus cristatus; Neomysis
",,
"Paranjape, Madhu",Molting frequency of three species of euphausids,Oceanography 533,Zooplankton Ecology,Summer,1964,Euphausia pacifica; Thysanoessa raschii; Thysanoessa spinifera,,
"Stocking, Patricia",Experiments with Sagitta elegans,Oceanography 533,Zooplankton Ecology,Summer,1964,Sagitta elegans; Artemia,,
"Strathmann, R.",Attempt at culturing tintinnids,Oceanography 533,Zooplankton Ecology,Summer,1964,Tintinnus; Tintinnopsis; Stenosemella,,
"Reinhart, Johanna M.",Feeding relations betweeen anemones and opisthobranchs,Zoology 533,Advanced Invertebrate Zoology,Summer,1964,Cribrinopsis; Actinostola; Phyllaplysia,,
"Shapiro, Gretchen",A comparison of the invertebrate populations on drifting and sessile Sargassum muticum on San Juan Island,Zoology 533,Advanced Invertebrate Zoology,Summer,1964,Sargassum muticum; Caprella laeviuscula; Calliopius laeviusculus,San Juan Island,
"Tucker, Lois E.","Some transects of the intertidal zone on the rocky shores of Friday Island, Friday Harbor, Washington, and Kaikoura Peninsula, New Zealand",Zoology 533,Advanced Invertebrate Zoology,Summer,1964,,"Friday Island; Kaikoura Peninsula, New Zealand",
"Hubert, Charles E.","A study of the radulae and food choices of two sponge eating prosobranchs, Diodora aspera and Puncturella multistriata and two sponge eating opisthobranchs, Archidoris montereyensis and Rostanga pulchaa",Zoology 533,Advanced Invertebrate Zoology,Summer,1964,Diodora aspera; Puncturella multistriata; Archidoris montereyensis; Rostanga pulchra,,
"Wagenbach, Gary","A survey of animals occuring on five species of brown algae - with comments on the nauplius of the harpacticoid copepod, Scutellidium arthuri",Zoology 533,Advanced Invertebrate Zoology,Summer,1964,Scutellidium arthuri; Alaria; Laminaria; Nereocystis,,
"Ackermann, John M.",Some aspects of predation and zonation in Balanus and Mytilus communities,Zoology 533,Advanced Invertebrate Zoology,Summer,1964,Balanus cariosus; Pisaster ochraceus; Mytilus californianus,,
"Batzli, George","Species diversity in tidepools of San Juan Island, Washington",Zoology 533,Advanced Invertebrate Zoology,Summer,1964,"Anthopleura; Balanus; Littorina; Katharina; Pagurus
","San Juan Island
",
"Benson, Woodruff","A study on the vertical repartition of some invertebrates, especially the ciliated protozoans, in the sands of False Bay, San Juan Island, Washington",Zoology 533,Advanced Invertebrate Zoology,Summer,1964,,"False Bay, San Juan Island",
"Johnson, W. Waynon","A study of the feeding methods of the two ophiuroids, Amphiodia urtica and Amphiodia occidentalis",Zoology 533,Advanced Invertebrate Zoology,Summer,1964,"Amphiodia urtica; Amphiodia occidentalis
",,
"Lalli, Carol M.","Feeding mechanisms in several opisthobranchs - Clione limacina, Clione kincaidi, Melibe leonina, and Armina californica",Zoology 533,Advanced Invertebrate Zoology,Summer,1964,Clione limancina; Clione kincaidi; Melibe leonina; Armina californica,,
"Loeblich, Alfred Richard, III",The algal symbionts of Anthopleura,Zoology 533,Advanced Invertebrate Zoology,Summer,1964,"Anthopleura; Zooxanthella
",,
"Adamson, Jean M.","Taxonomic study of Ceramium, Microcladia, and Ptilota in the Friday Harbor, Washington area",Botany 445,Marine Algology,Summer,1965,Ceramium; Microcladia; Ptilota,,
"Alvarez, Amada",Preliminary study of the macro-psamophilous flora at False Bay,Botany 445,Marine Algology,Summer,1965,Vaucheria litoria,"False Bay, San Juan Island",
"Alvarez, Amada; McCombs, N.",Growth rate of Alaria zoospores in three concentrations,Botany 445,Marine Algology,Summer,1965,,,
"Dayton, Paul K.","A taxonomic study of the Iridaea and Rhodoglossum species in the San Juan Island Area, Washington",Botany 445,Marine Algology,Summer,1965,Iridaea heterocarpa; Iridaea cordata; Iridaea flaccida; Rhodoglossum,San Juan Island,
"Farrar, Donald R.",The Punctariaceae of the San Juan Islands,Botany 445,Marine Algology,Summer,1965,Punctaria latifolia; Punctaria orbiculata; Punctaria expansa,San Juan Islands,
"Farrar, D.R.; Smith, D.H.",An investigation of the light factor involved in gamete discharge in Bryopsis plumosa,Botany 445,Marine Algology,Summer,1965,"Bryopsis plumosa
",,
"Guhman, Ann",Observation of Spirogyra after disjunction,Botany 445,Marine Algology,Summer,1965,"Spirogyra
",,
"Lawry, Nelson H.",Reproductive morphology of Weeksia fryeana Setchell,Botany 445,Marine Algology,Summer,1965,"Weeksia fryeana; Dumontiaceae
",,
"Lawry, Nelson H.; Snell, Marten","Study of the effect of light intensity on the concentration of Phycobilins and Chlorophylls in a red alga, Platythamnion pectinatum Kylin",Botany 445,Marine Algology,Summer,1965,"Platythamnion pectinatum
",,
"Low, Janet",Taxonomy of green flagellates,Botany 445,Marine Algology,Summer,1965,Brachiomonas submarina; Tetraselmis; Chlorophyceae,,
"McCombs, Nancy","Taxonomic study of Bangia, Erythrocladia, Erythrotrichia, and Goniotrichum species found in the Friday Harbor area.",Botany 445,Marine Algology,Summer,1965,Bangia; Erythrocladia; Erythrotrichia; Goniotrichum,Friday Harbor,
"Smith, D.H.",A taxonomic study of Rhodomela and Odonthalia occurring in the vicinity of Friday Harbor,Botany 445,Marine Algology,Summer,1965,Rhodomela; Odonthalia,Friday Harbor,
"Thorne, Boyce",Open water phytoplankton in splash pools,Botany 445,Marine Algology,Summer,1965,,,
"Venrick, E.L.","A taxonomic survey of the San Juan Island representatives of the genera Cladophora, Lola, Rhizoclonium and Urospora",Botany 445,Marine Algology,Summer,1965,Cladophora; Lola; Rhizoclonium; Urospora,"Argyle Lagoon, San Juan Island; San Juan Island; Brown Island; Cattle Point, San Juan Island; False Bay, San Juan Island; Deadman Bay, San Juan Island; Friday Harbor Laboratories
",
"Vendrick, E.L.; Law, Janet",A brief study of temperature and light effects on Punctaria,Botany 445,Marine Algology,Summer,1965,"Punctaria
",,
"West, Deanna; Pokorny, Kathryn",Temperature-salinity effects on germination and growth in Platythamnion pectinatum,Botany 445,Marine Algology,Summer,1965,"Platythamnion pectinatum
",,
"McKibbin, Dale",Species lists from required Class samples,Botany 447,Phytoplankton,Fall,1965,,Lopez Sound; Case Inlet; Pass Lake,
"McKibbon, Dale Lynn",Species Lists from personal collections,Botany 447,Phytoplankton,Fall,1965,,Winslow Ferry Dock; Hood Canal; Port Townsend,
"Anderson, R.S.",The anatomy and burrowing behavior of Leptosynapta clarki,Zoology 533,Advanced Invertebrate Zoology,Summer,1965,"Leptosynapta clarki
",,
"Baskin, Denis G.",The anatomy and function of the probosis apparatus of Abarenicola pacifica,Zoology 533,Advanced Invertebrate Zoology,Summer,1965,"Abarenicola; Arenicola
",,
"Dayton, Paul K.","Some aspects of the functional anatomy and ecology of the orbiniid polychaete
Nainereis laevigata",Zoology 533,Advanced Invertebrate Zoology,Summer,1965,Nainereis laevigata; Scoloplos; Haploscoloplos,,
"Harris, Larry G.",Observations on feeding behavior and buccal apparatus in several species of coelenterate-eating nudibranchs of the San Juan Island area,Zoology 533,Advanced Invertebrate Zoology,Summer,1965,Aeolidiella alderi; Armina; Dirona albolineata,San Juan Island,
"Kuris, Armand",Myxosporidia of some fishes from the San Juan Islands with a record of other protozoan and metazoan parasites encountered,Zoology 533,Advanced Invertebrate Zoology,Summer,1965,Myxosporidia; Ceratomyxa; Davisia,San Juan Island,
"Low, Janet","Preliminary studies on Hyale pugettensis (Dana), a tidepool amphipod",Zoology 533,Advanced Invertebrate Zoology,Summer,1965,Hyale pugettensis; Rhodomela; Polysiphonia,,
"Powell, Rex R.",A comparative study of the swimming of Stomotoca atra and Halistaura cellularia,Zoology 533,Advanced Invertebrate Zoology,Summer,1965,Stomotoca atra; Halistaura cellularia,,
"Reaka, Marjorie L.",A preliminary study of gamete selection in the polychaete Abarenicola,Zoology 533,Advanced Invertebrate Zoology,Summer,1965,Abarenicola vagabunda; Abarenicola pacifica; Abarenicola marina,,
"Resech, Robert",Substratum selection in the megalops stage of crabs,Zoology 533,Advanced Invertebrate Zoology,Summer,1965,Cancer oregonensis; Cancer magister; Hemigrapsus nudus,,
"Robilliard, Gordon A.",Some aspects of the functional morphology of the nudibranch Tritonia exsulans,Zoology 533,Advanced Invertebrate Zoology,Summer,1965,Tritonia exsulans; Triopha; Archidoris,,
"Searcy, Dennis",A study of the swimming of heteronereids,Zoology 533,Advanced Invertebrate Zoology,Summer,1965,Platynereis bicanaliculata; Nereis vexillosa; Nereis brandti,,
"Sill, Virginia","Food preference and feeding behavior of the four nudibranchs Eubanchus olivaceus, Cuthona concinna, Coryphella fusca, and Dendronotus arborescens",Zoology 533,Advanced Invertebrate Zoology,Summer,1965,Eubranchus olivaceus; Cuthona concinna; Coryphella fusca; Dendronotus arborescens,,
"Simberloff, Daniel",Predation of nauplii and population control in Tigriopus californicus,Zoology 533,Advanced Invertebrate Zoology,Summer,1965,Tigriopus californicus; Tribolium confusum; Peltogaster beschmai,,
"Vandermeulen, J.H.",On the feeding mechanism of Phoronis vancouverensis,Zoology 533,Advanced Invertebrate Zoology,Summer,1965,"Phoronis vancouverensis; Phoronis harmeri
",,
"Badman, David",Effects of pressure and 5-hydroxytraptamine on the ventricular beat of Mya arenaria,Zoology 538,Advanced Invertebrate Physiology,Spring,1965,"Mya arenaria
",,
"Sorenson, Martha",Respiratory exchange in holothurians,Zoology 538,Advanced Invertebrate Physiology,Spring,1965,"Stichopus
",,
"Holleman, John",The determination of acetylcholine concentration in Pycnopodia helianthoides and Strongylocentrotus franciscanus radial nerves,Zoology 538,Advanced Invertebrate Physiology,Spring,1965,Pycnopodia helianthoides; Strongylocentrotus franciscanus; Tapes semidecussata,,
"Hanson, David",The effect of 5-hydroxytryptamine (serotonin) on lactic acid production by anterior byssus retractor muscles of Mytilus californianus,Zoology 538,Advanced Invertebrate Physiology,Spring,1965,"Mytilus californianus
",,
"Sorenson, Martha; Hanson, David",Dactylus closer muscle responses to stimulation of excitatory and inhibitory axons in Cancer magister,Zoology 538,Advanced Invertebrate Physiology,Spring,1965,Cancer magister; Cancer anthonyi,,
"Hanson, David","Pharmacological studies of proboscis retractor muscle of a sipunculid, Golfingia pugettensis",Zoology 538,Advanced Invertebrate Physiology,Spring,1965,Golfingia pugettensis; Mytilus,,
"Badman, David",Oxygen extraction and ventilation in Therus capax,Zoology 538,Advanced Invertebrate Physiology,Spring,1965,Therus capax; Mya arenaria; Mytilus californianus,,
"Hanson, David; Sorenson, Martha","Blood volume determinations and effects of drugs, exercise and hypoxia on circulatory parameters of dogfish, Squalus suckleyi",Zoology 538,Advanced Invertebrate Physiology,Spring,1965,"Squalus suckleyi
",,
"Holleman, John; Badman, David","Studies of cardiac pressure, oxygen tension, and blood flow in Octopus dofleini under conditions of drug administration and asphyxia",Zoology 538,Advanced Invertebrate Physiology,Spring,1965,"Octopus dofleini
",,
"Barnett, A.M.; Hirota, J.","A comparison of three methods of measuring primary production at Friday Harbor, Washington",Oceanography 534,Phytoplankton Ecology,Summer,1966,,Friday Harbor,
"Bernuth, Jean E. von","Bioassay for vitamin B12 in sea waters from San Juan Island, Washington",Oceanography 534,Phytoplankton Ecology,Summer,1966,,San Juan Island,
"Fox, Barbara N.",Effect of variations of iron & EDTA on the growth of Skeletonema costatum,Oceanography 534,Phytoplankton Ecology,Summer,1966,Skeletonema costatum,,
"Friedl, William A.",Investigation on the chlorophylls present in five types of planktonic algae through the use of thin-layer chromatography,Oceanography 534,Phytoplankton Ecology,Summer,1966,Dunaliella; Skeletonema; Stichococcus,,
"Hughes, Kent Hyland",Notes on the periodicity of cell division in Skeletonema costatum,Oceanography 534,Phytoplankton Ecology,Summer,1966,Skeletonema costatum,,
"Nichols, Frederic H.",Limiting nutrients in San Juan Channel sea water as determined by enrichment experiments,Oceanography 534,Phytoplankton Ecology,Summer,1966,,San Juan Channel,
"Robertson, Jack",A short experiment concerning the balance of EDTA and manganese and a bioassay of natural sea water with Skeletonema costatum,Oceanography 534,Phytoplankton Ecology,Summer,1966,Skeletonema costatum,,
"Thorne, Richard E.","Growth of Coccolithus huxleyi & Thalassiosira fluviatilis in pure & mixed cultures under various nutrient, temperature, & light conditions",Oceanography 534,Phytoplankton Ecology,Summer,1966,"Coccolithus huxleyi; Thalassiosira fluviatilis; Thalassiosira weissflogii
",,
"Cooney, Robert T.",Some observations on the respiration of Brachyuran megalopa at different wavelengths of light,Oceanography 533,Zooplankton Ecology,Summer,1966,Daphnia magna; Cancer magister; Brachyura,,
